clip_name,run,mapping_version,constants_sha1,T,dur_s,sat_j1,sat_j2,sat_j3,sat_j4,sat_j5,sat_max,rate_cap_frac,max_rate,jerk_rms,range_max_rad,light_range,light_step_per_s,light_max_step,r_head,r_lift,r_yaw,dyn_rms_deg,dyn_max_deg,flags,severity
anim_dizzy_reaction_soft_02,v1.0-baseline,1.0,678e3a5a74fe,152,4.983,0,0,0,0,0,0,0.13245,4,64190.2,1.35611,0.632983,0.401365,0.534619,0.974986,0.839884,0.935962,,,RATE,5.298
anim_dizzy_reaction_soft_03,v1.0-baseline,1.0,678e3a5a74fe,165,5.412,0,0,0,0,0,0,0.0426829,4,54936.6,1.19501,0.357822,0.184775,0.357822,0.933167,-0.0393526,0.963408,,,LOWCORR,16.707
anim_dizzy_shake_loop_01,v1.0-baseline,1.0,678e3a5a74fe,165,5.412,0,0,0,0,0,0,0.00609756,4,94087.9,0.247019,0.225569,0,0.199754,0.692778,,,,,,0.244
anim_dizzy_shake_stop_01,v1.0-baseline,1.0,678e3a5a74fe,127,4.158,0,0,0,0,0,0,0,3.96891,54716.9,0.338142,0.357822,0.2405,0.357822,0.839774,0.420335,,,,,0
anim_driving_upset_end_01,v1.0-baseline,1.0,678e3a5a74fe,8,0.231,0,0,0,0,0,0,0,2.51579,109800,0.2464,0.558426,4.329,0.558426,0.962248,,,,,TINY;SHORT;FLICKER,30
anim_driving_upset_loop_01,v1.0-baseline,1.0,678e3a5a74fe,41,1.32,0,0,0,0,0,0,0,3.03695,7673.95,0.400642,0.787867,1.51515,0.538301,0.999171,,,,,FLICKER,10
anim_driving_upset_loop_02,v1.0-baseline,1.0,678e3a5a74fe,51,1.65,0,0,0,0,0,0,0,1.28879,7596.65,0.113364,0.642034,1.21212,0.63803,0.770914,,,,,FLICKER,10
anim_driving_upset_loop_03,v1.0-baseline,1.0,678e3a5a74fe,101,3.3,0,0,0,0,0,0,0,0.126984,268.245,0.013919,0.083555,0,0.0716252,,,,,,STATIC,50
anim_driving_upset_start_01,v1.0-baseline,1.0,678e3a5a74fe,13,0.396,0,0,0,0,0,0,0,2.43512,42827.3,0.102359,0.706302,2.52525,0.366188,,,,2,3.44295,TINY;SHORT;FLICKER,30
anim_endmambo,v1.0-baseline,1.0,678e3a5a74fe,99,3.234,0,0,0.030303,0,0,0.030303,0.459184,4,56979,1.56434,0.648001,0.927644,0.409033,0.951049,0.895261,,,,SAT;RATE,21.398
anim_energy_cubedone_01,v1.0-baseline,1.0,678e3a5a74fe,20,0.627,0,0,0,0,0,0,0.105263,4,26069.7,0.494644,0.148077,0,0.0845659,0.955558,0.988127,,,,SHORT;RATE,14.211
anim_energy_cubedone_02,v1.0-baseline,1.0,678e3a5a74fe,38,1.221,0,0,0,0,0,0,0,2.88831,10532.8,0.367424,0.281257,0,0.280172,0.963854,0.998119,,,,,0
anim_energy_cubedonelvl1_02,v1.0-baseline,1.0,678e3a5a74fe,38,1.221,0,0,0,0,0,0,0.243243,4,43776.7,0.936356,0.528509,0.819001,0.353749,0.984819,0.548044,0.981015,,,RATE,9.73
anim_energy_cubedown_01,v1.0-baseline,1.0,678e3a5a74fe,56,1.815,0,0,0,0,0,0,0.290909,4,50441.4,1.03248,0.649654,1.10193,0.648001,0.926227,0.123488,,,,RATE;LOWCORR;FLICKER,36.636
